"\c[1]The Avatar of Donar's army is victorious today. The catastrophe has been avoided, the brood continuity of my kin is protected.",\c[1]El avatar del ejército de Donar obtuvo la victoria hoy. Se evitó la catástrofe y la continuidad de mi linaje está a salvo.
"Those boys were no joke. I've never seen the Archaelus armies fight with such fervor. What gives, dragon?","Esos muchachos iban en serio. Nunca había visto a los ejércitos de Archaelus pelear con tanto fervor. ¿Qué sucede, dragón?"
"\c[1]Brief is the timeline of a human's life. Not brief is mine. Also not brief is the timeline of the forces arrayed against the Avatar of Donar.\! Ageless, is the dark one. The one not of the essence of Tahnra's creation.",\c[1]El tiempo de la vida humana es breve. El mío no. Tampoco es breve el tiempo de las fuerzas reunidas contra el avatar de Donar.\! El oscuro no tiene edad. El que no es de la esencia de la creación de Tahnra.
Zanatus.,Zanatus.
"\c[1]The one not of Tahnra bears an understanding beyond that which is possible within one mere timeline of the human.\! This empire named Archaelus, this army named Nephilim Army. Brief contrivances these are, to the dark one.\! To him, the mission is one that spans millennia. As long as his life. As my life.","\c[1]Quien no es de Tahnra tiene una comprensión más allá de lo que es posible para la vida corta de los humanos. \! Este imperio llamado Archaelus, este ejército Nefilim. Son artilugios nimios para el oscuro. \! Para él, la misión abarca milenios. Es tan larga como su vida. Como la mía."
"Yeah, I think that's pretty clear at this point. So, what exactly is this mission of his, anyway? The one I keep getting told I couldn't possibly understand?","Sí, creo que está bastante claro a esta altura. ¿Y cuál es esa misión exactamente? ¿La misión que siempre me dicen que no podría comprender?"
So...,Bien...
"Dear Azuros, please trust \n[8] with your wisdom!","Gran Azuros, confía tu sabiduría a \n[8]."
"\c[1]Adorimetra, the Gold. Mother of all of my kin. Mother of Azuros.\! First born of Donar in all Tahnra. First to awaken, when the god of creation awakened this world.\! Just as the Avatar of Donar stands before Azuros, so too does Azuros live.\! The dark one is not a descendant of Adorimetra. Not a descendant of Donar. An infestation.\! The mission of the human's timeline is to destroy, or to impede Zanatus.\! To destroy his body, and followers, and most crucially, his words. Words he has infused within the language of the mortal beings of Tahnra. Words which will be the undoing of all things.\! Words whose nature lie beyond even the understanding of Azuros...","\c[1]Adorimetra, la dorada. Madre de toda mi especie, madre de Azuros.\! Primogénita de Donar en todo Tahnra. Primera en despertar, cuando el dios de la creación despertó este mundo.\! Así como el avatar de Donar se presenta frente a Azuros, este vive.\! El oscuro no es descendiente de Adorimetra. Tampoco de Donar. Es una infestación.\! La misión en el tiempo de la vida humana es destruir o detener a Zanatus.\! Destruir su cuerpo, sus seguidores y sobre todo sus palabras. Aquellas que cargó con el idioma de los seres mortales de Tahnra. Palabras que serán la ruina de todas las cosas.\! Palabras cuya naturaleza yace más allá de la comprensión de Azuros..."
"An infestation. Interesting choice of words, Azuros. Everything else has been about some overwhelming power of creation.\! You, me, Abigayle, the magic that brought me back... all living things, all elements of nature, even Casamir, perhaps. But the one outlier is Zanatus.\! Any insight into what exactly he is, then?","Una infestación. Una elección interesante de palabras, Azuros. Todo lo demás remite a un poder abrumador de la creación.\! Tú, yo, Abigail, la magia que me trajo de vuelta... Todas las cosas vivas, los elementos de la naturaleza, incluso Casamir quizá. Pero el único caso aparte es Zanatus.\! ¿Sabes bien qué es?"
"I'm sorry, \n[8], this is all Dear Azuros knows. I feel a great regret within him. There is very little he doesn't know, thus the nature of Zanatus frustrates him greatly!","Lo siento, \n[8]. Esto es todo lo que sabe Azuros. Percibo un gran pesar en su interior. Hay muy pocas cosas que no sabe, así que la naturaleza de Zanatus lo frustra muchísimo."
\c[1]Abigayle.,\c[1]Abigail.
"Yes, Dear Azuros?","¿Sí, estimado Azuros?"
"\c[1]The one named ""Nibbler"" has found counsel in me. He cares for Abigayle greatly. The young dragon's request will be fulfilled.\! In times ancient, there was one called ""Queen of Dragons"". This title will now return to Tahnra.\! Queen of Dragons Abigayle. The power of dragonkind is now yours to wield.","\c[1]Aquel que llaman Mordiscos recibió mis consejos. Se preocupa mucho por Abigail. La solicitud del dragón joven se cumplirá. \! En tiempos antiguos, había una reina de los dragones. Este título volverá a Tahnra.\! Abigail, reina de los dragones. El poder de la especie es tuyo ahora."
Queen of Dragons...?,¿Reina de dragones?
"It's a little on the nose if you ask me, but hey, might as well make it official.","Es un poco obvio para mí, pero quizá deberíamos hacerlo oficial."
"\c[1]Abigayle can now become the ""Queen of Dragons"" unit, an incredibly powerful new type of Dragon Rider. Access this new class in the Class Change menu.","\c[1]Abigail ahora puede convertirse en la unidad Reina de dragones, un tipo nuevo y muy poderoso de jinete de dragonarca. Usa esta clase nueva desde el menú de cambio de clase."
